Number,Date,Site,Trap,Sex,Family,Genus,Species,Binomial,Notes
8348,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8349,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8350,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8351,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8352,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8353,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8354,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8355,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8356,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8357,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8358,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8359,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8360,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8361,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8362,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8363,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8364,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8365,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8366,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8367,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8368,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8369,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8370,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8371,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8372,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8373,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8374,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8375,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8376,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8377,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8378,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8379,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8380,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8381,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8382,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8383,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8384,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8385,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8386,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8387,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8388,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8389,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8390,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8391,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8392,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8393,5/19/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8394,5/19/2016,Kaldenberg,NT,F,Andrenidae,Andrena,imitatrix,Andrena imitatrix,
8395,5/19/2016,Kaldenberg,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8396,5/19/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8397,5/19/2016,Kaldenberg,Emergence,F,Halictidae,Halictus,ligatus,Halictus ligatus,
8398,5/19/2016,Kaldenberg,Blue vane,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
8399,5/19/2016,McClellan,Blue vane,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
8400,5/19/2016,McClellan,Blue vane,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
8401,5/19/2016,McClellan,Blue vane,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,
8402,5/19/2016,McClellan,Blue vane,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,
8403,5/19/2016,McClellan,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8404,5/19/2016,McClellan,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8405,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8406,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8407,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8408,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8409,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8410,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8411,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8412,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8413,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8414,5/19/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8415,5/19/2016,McClellan,Bowls,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
8416,5/19/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
8417,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,
8418,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum s.s.,acuminatum,Lasioglossum s.s. acuminatum,
8419,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum s.s.,acuminatum,Lasioglossum s.s. acuminatum,
8420,5/19/2016,McClellan,Bowls,F,Megachilidae,Hoplitis,pilosifrons,Hoplitis pilosifrons,
8421,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8422,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8423,5/19/2016,McClellan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8424,5/19/2016,McClellan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8425,5/19/2016,McClellan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8426,5/19/2016,McClellan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8427,5/19/2016,McClellan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8428,5/19/2016,McClellan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8429,5/19/2016,McClellan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8430,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8431,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8432,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8433,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8434,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8435,5/19/2016,McClellan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8436,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8437,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8438,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8439,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8440,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8441,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8442,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8443,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8444,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8445,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8446,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8447,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8448,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8449,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8450,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8451,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8452,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8453,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8454,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8455,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8456,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8457,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8458,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8459,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8460,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8461,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8462,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8463,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8464,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8465,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8466,5/19/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8467,5/19/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8468,5/22/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8469,5/22/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8470,5/22/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8471,5/22/2016,Sheller,Bowls,F,Apidae,Bombus,fervidus,Bombus fervidus,
8472,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,paraforbesii,Lasioglossum s.s. paraforbesii,
8473,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,forbesii,Lasioglossum s.s. forbesii,
8474,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,paraforbesii,Lasioglossum s.s. paraforbesii,
8475,5/22/2016,Sheller,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8476,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8477,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8478,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8479,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8480,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8481,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8482,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8483,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8484,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8485,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8486,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8487,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8488,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8489,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8490,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8491,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8492,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8493,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8494,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8495,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8496,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8497,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8498,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8499,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8500,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8501,5/22/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8502,5/22/2016,Sheller,Bowls,M,Andrenidae,Andrena,cressonii cressonii,Andrena cressonii cressonii,
8503,5/22/2016,Sheller,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8504,5/22/2016,Sheller,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8505,5/22/2016,Sheller,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8506,5/22/2016,Sheller,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
8507,5/22/2016,Sheller,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8508,5/22/2016,Sheller,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8509,5/22/2016,Sheller,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8510,5/22/2016,Sloan,Blue vane,F,Apidae,Bombus,fervidus,Bombus fervidus,
8511,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum s.s.,athabascense,Lasioglossum s.s. athabascense,
8512,5/22/2016,Sloan,Blue vane,F,Apidae,Ceratina,,Ceratina spp.,
8513,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8514,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8515,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8516,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8517,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8518,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8519,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8520,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8521,5/22/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8522,5/22/2016,Sloan,Bowls,F,Halictidae,Halictus,paralellus,Halictus parallelus,
8523,5/22/2016,Sloan,Bowls,F,Halictidae,Halictus,paralellus,Halictus parallelus,
8524,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8525,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8526,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8527,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8528,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8529,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8530,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8531,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8532,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8533,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8534,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
8535,5/22/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
8536,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum s.s.,athabascense,Lasioglossum s.s. athabascense,
8537,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum s.s.,athabascense,Lasioglossum s.s. athabascense,
8538,5/22/2016,Sloan,Bowls,F,Megachilidae,Hoplitis,pilosifrons,Hoplitis pilosifrons,
8539,5/22/2016,Sloan,Bowls,F,Halictidae,Halictus,confusus,Halictus confusus,
8540,5/22/2016,Sloan,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8541,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8542,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8543,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8544,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8545,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8546,5/22/2016,Sloan,Bowls,F,Apidae,Ceratina,,Ceratina spp.,
8547,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8548,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8549,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8550,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8551,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8552,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8553,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8554,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8555,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8556,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8557,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8558,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8559,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8560,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8561,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8562,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8563,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8564,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8565,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8566,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8567,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8568,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8569,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8570,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8571,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8572,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8573,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8574,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8575,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8576,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8577,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8578,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8579,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8580,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8581,5/22/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
